#"ESOLMET-CIE | Temixco, Mor.; Longitud:99º14';  Latitud:18º51';  Altitud:1219 msnm;  ",,,,,,,,
#,Irradiancia,,,,,,,
#Fecha,Directa,Global,Difusa,UV,Temperatura,Humedad,Viento Vel.,Presiòn Bar.
#aaaa/mm/dd hh:mm:ss,W/m^2,W/m^2,W/m^2,W/m^2,ºC,%,m/s,mbar
#,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
2019-01-07 15:30:00,313.7,383.6,159.4,0,29.45,31.75,1.748,874.7557
2019-01-07 15:40:00,328.9,403.5,176,0,29.21,30.18,1.127,874.6266
2019-01-07 15:50:00,411.7,453.1,194.2,0,29.26,29.88,1.228,874.4913
2019-01-07 16:00:00,446.3,453.2,193,0,29.43,30.42,1.31,874.5956
2019-01-07 16:10:00,439.8,413.4,172.8,0,29.47,29.91,1.357,874.4927
2019-01-07 16:20:00,347.5,330.1,147.8,0,29.63,28.55,0.26,874.7381
2019-01-07 16:30:00,287.1,269.7,124,0,29.82,28.68,0.576,874.7189
2019-01-07 16:40:00,278.8,245.7,113.3,0,29.46,28.21,0.836,874.8192
2019-01-07 16:50:00,206.7,196.9,102.9,0,29.64,27.73,0.229,874.8729
2019-01-07 17:00:00,127.8,147.4,88.4,0,29.62,28.17,0.173,874.7702
2019-01-07 17:10:00,39.06,92.9,67.48,0,29.56,28.38,0.344,874.7299
2019-01-07 17:20:00,49.72,83,57.22,0,28.96,30.12,1.016,874.8365
2019-01-07 17:30:00,46.3,70.7,49.69,0,28.9,30.49,0.154,874.6898
2019-01-07 17:40:00,41.05,61.19,43.84,0,28.52,30.49,0.047,874.682
2019-01-07 17:50:00,27.66,49.02,37,0,28.03,31.79,0.209,874.727
2019-01-07 18:00:00,34.85,39.95,29.92,0,27.8,33.12,0,874.7736
2019-01-07 18:10:00,3.701,16.89,13.24,0,27.12,35.84,0.244,874.944
2019-01-07 18:20:00,0,2.73,1.719,0,26.72,36.9,0.34,874.9576
2019-01-07 18:30:00,0,0.103,0,0,26.22,36.63,0.756,875.1113
2019-01-07 18:40:00,0,0,0,0,25.8,38.33,1.629,875.2799
2019-01-07 18:50:00,0,0,0,0,24.87,43.72,2.199,875.2527
2019-01-07 19:00:00,0,0,0,0,23.72,43.68,2.7,875.4008
2019-01-07 19:10:00,0,0,0,0,23.52,43.07,3.218,875.4552
2019-01-07 19:20:00,0,0,0,0,23.46,44.88,3.17,875.4504
2019-01-07 19:30:00,0,0,0,0,23.32,43.24,3.47,875.6229
2019-01-07 19:40:00,0,0,0,0,23.39,43.01,3.141,875.7827
2019-01-07 19:50:00,0,0,0,0,23.05,43.55,2.828,875.8936
2019-01-07 20:00:00,0,0,0,0,23.13,44.06,2.908,876.0408
2019-01-07 20:10:00,0,0,0,0,23.14,43.79,1.747,876.1497
2019-01-07 20:20:00,0,0,0,0,23.34,42.84,1.529,876.3038
2019-01-07 20:30:00,0,0,0,0,23.01,45.43,1.558,876.3193
2019-01-07 20:40:00,0.013,0,0,0,22.49,43.11,1.379,876.3582
2019-01-07 20:50:00,0,0,0,0,22.59,41.85,2.078,876.499
2019-01-07 21:00:00,0.013,0,0,0,22.32,44.1,1.637,876.5898
2019-01-07 21:10:00,0.009,0,0,0,21.93,42.9,1.943,876.6956
2019-01-07 21:20:00,0.353,0,0,0,22.63,36.5,2.369,876.8038
2019-01-07 21:30:00,0.071,0,0,0,22.63,35.64,2.384,876.9327
2019-01-07 21:40:00,0,0,0,0,22.45,37.11,1.563,876.9671
2019-01-07 21:50:00,0.04,0,0,0,22.06,35.92,0.843,877.0072
2019-01-07 22:00:00,0.312,0,0,0,22.85,28.56,1.303,877.0392
2019-01-07 22:10:00,0.396,0,0,0,23.61,28.28,2.056,876.9581
2019-01-07 22:20:00,0.396,0,0,0,23.74,27.33,2.434,876.8116
2019-01-07 22:30:00,0.386,0,0,0,23.94,26.04,2.635,877.1052
2019-01-07 22:40:00,0.357,0,0,0,24.21,25.46,3.079,877.0074
2019-01-07 22:50:00,0.375,0,0,0,24.35,24.98,3.454,877.0961
2019-01-07 23:00:00,0.147,0,0,0,24.38,25.05,3.081,876.9832
2019-01-07 23:10:00,0.018,0,0,0,24.16,25.97,2.339,877.1959
2019-01-07 23:20:00,0,0,0,0,23.7,26.65,1.462,877.0969
2019-01-07 23:30:00,0,0,0,0,23.44,26.82,0.962,877.1461
2019-01-07 23:40:00,0.011,0,0,0,23.12,32.54,1.435,877.2614
2019-01-07 23:50:00,0,0,0,0,21.63,34.96,3.443,877.3666
2019-01-08 00:00:00,0.18,0,0,0,21.43,31.69,2.015,877.5148
2019-01-08 00:10:00,0,0,0,0,21.46,31.9,1.667,877.4074
2019-01-08 00:20:00,0.113,0,0,0,21.31,30.57,2.19,877.5149
2019-01-08 00:30:00,0.315,0,0,0,21.76,28.05,2.311,877.6689
2019-01-08 00:40:00,0.055,0,0,0,21.56,30.84,1.131,877.6379
2019-01-08 00:50:00,0,0,0,0,21.36,31.76,0.861,877.7678
2019-01-08 01:00:00,0,0,0,0,20.79,31.79,0.77,877.9318
2019-01-08 01:10:00,0,0,0,0,20.15,32.2,1.509,877.8987
2019-01-08 01:20:00,0.234,0,0,0,20.49,28.76,2.353,878.0452
2019-01-08 01:30:00,0.311,0,0,0,20.73,29.65,2.786,878.1041
2019-01-08 01:40:00,0,0,0,0,19.92,31.28,2.079,878.1844
2019-01-08 01:50:00,0.014,0,0,0,19.7,32.95,1.673,878.2512
2019-01-08 02:00:00,0,0,0,0,19.06,33.33,1.445,878.291
2019-01-08 02:10:00,0.159,0,0,0,19.42,34.79,2.023,878.2339
2019-01-08 02:20:00,0,0,0,0,18.94,34.08,0.172,878.1605
2019-01-08 02:30:00,0.211,0,0,0,19.1,33.36,1.24,878.2914
2019-01-08 02:40:00,0.363,0,0,0,19.44,31.79,2.489,878.4057
2019-01-08 02:50:00,0.26,0,0,0,19.47,32.44,2.68,878.389
2019-01-08 03:00:00,0.02,0,0,0,19.07,34.83,1.927,878.2827
2019-01-08 03:10:00,0,0,0,0,18.86,32.03,1.436,878.3567
2019-01-08 03:20:00,0,0,0,0,18.65,35.68,1.063,878.4063
2019-01-08 03:30:00,0,0,0,0,18.16,34.08,0,878.4385
2019-01-08 03:40:00,0.141,0,0,0,18.17,31.86,1.047,878.5939
2019-01-08 03:50:00,0.309,0,0,0,18.47,34.38,1.976,878.6014
2019-01-08 04:00:00,0.129,0,0,0,17.93,35.47,2.763,878.4879
2019-01-08 04:10:00,0.009,0,0,0,17.63,37.86,2.659,878.6183
2019-01-08 04:20:00,0.034,0,0,0,17.52,39.94,3.01,878.5449
2019-01-08 04:30:00,0,0,0,0,17.08,41.4,2.719,878.6266
2019-01-08 04:40:00,0,0,0,0,16.72,44.78,2.638,878.6099
2019-01-08 04:50:00,0,0,0,0,16.77,45.36,2.388,878.6187
2019-01-08 05:00:00,0.104,0,0,0,16.62,45.49,3.123,878.5364
2019-01-08 05:10:00,0.069,0,0,0,16.5,48.59,3.079,878.6469
2019-01-08 05:20:00,0.009,0,0,0,16.01,49,2.799,878.762
2019-01-08 05:30:00,0,0,0,0,15.9,49.99,2.365,878.8199
2019-01-08 05:40:00,0,0,0,0,15.76,49.42,1.2,878.9579
2019-01-08 05:50:00,0.001,0,0,0,15.67,50.54,0.867,878.9225
2019-01-08 06:00:00,0.105,0,0,0,15.5,50.37,1.619,879.0248
2019-01-08 06:10:00,0.108,0,0,0,15.39,50.54,2.523,879.1132
2019-01-08 06:20:00,0.072,0,0,0,15.24,50.51,2.64,879.2109
2019-01-08 06:30:00,0.046,0,0,0,15.26,50.89,2.826,879.2629
2019-01-08 06:40:00,0,0,0,0,15.1,52.73,1.139,879.3372
2019-01-08 06:50:00,0.036,0,0,0,14.84,53.51,2.359,879.4842
2019-01-08 07:00:00,0.011,0,0,0,14.83,55.11,2.344,879.5093
2019-01-08 07:10:00,0.004,0.013,0,0,14.78,56.27,2.156,879.6156
2019-01-08 07:20:00,0.09,1.95,1.42,0,14.58,57.36,2.381,879.6808
2019-01-08 07:30:00,6.462,11.09,8.82,0,14.66,58.08,2.126,879.7873
2019-01-08 07:40:00,50.95,22.32,15.25,0,14.69,58.86,1.689,879.8611
2019-01-08 07:50:00,146.6,50.81,28.51,0,14.76,57.94,2.228,879.9918
2019-01-08 08:00:00,310.4,91.3,38.34,0,15.19,55.73,2.32,880.139
2019-01-08 08:10:00,356.1,116.1,43.09,0,15.64,55.45,1.609,880.2202
2019-01-08 08:20:00,321.4,130.6,48.07,0,16.04,52.83,1.674,880.2924
2019-01-08 08:30:00,494.2,197.3,56.12,0,17.02,49.04,0.461,880.4194
2019-01-08 08:40:00,544.4,237,64.21,0,18.93,44.95,0,880.4985
2019-01-08 08:50:00,610,286.2,72.66,0,20.08,44.37,0.108,880.6166
2019-01-08 09:00:00,600.2,308.3,76.73,0,21,44.91,0.436,880.6499
2019-01-08 09:10:00,639.5,346.4,78.66,0,21.2,43.52,0.741,880.8602
2019-01-08 09:20:00,671.2,381.9,79.17,0,21.31,38.58,1.089,880.8517
2019-01-08 09:30:00,740.5,438.5,82,0,21.49,33.19,1.49,881.0481
2019-01-08 09:40:00,769.7,471.8,79.97,0,21.5,35.44,1.568,881.0966
2019-01-08 09:50:00,788.8,502.2,79.44,0,21.82,30.91,1.074,881.0802
2019-01-08 10:00:00,785.7,531.9,85.2,0,22.65,28.35,1.351,881.0709
2019-01-08 10:10:00,768.4,551.5,92.3,0,23.04,28.66,1.439,881.0441
2019-01-08 10:20:00,783.1,586,97.4,0,23.09,27.26,1.427,881.0473
2019-01-08 10:30:00,765.8,599.6,100.2,0,23.52,25.9,1.362,881.0193
2019-01-08 10:40:00,794,632.8,99.9,0,23.2,24.16,2.033,880.9164
2019-01-08 10:50:00,850,677.4,95.9,0,22.87,21.54,1.646,880.8862
2019-01-08 11:00:00,881,708.2,90.3,0,22.54,21.78,2.068,880.8343
2019-01-08 11:10:00,862,703.2,83.3,0,22.79,20.45,2.122,880.9387
2019-01-08 11:20:00,923,754.3,81.9,0,23.84,20.85,1.827,880.7214
2019-01-08 11:30:00,933,772.7,81.2,0,24.1,18.84,2.09,880.4341
2019-01-08 11:40:00,930,786,83.5,0,24.67,18.71,1.536,880.432
2019-01-08 11:50:00,903,781.7,85.8,0,25.4,19.66,1.285,880.2164
2019-01-08 12:00:00,904,790.6,84.3,0,25.22,20.75,2.134,879.9771
2019-01-08 12:10:00,917,800,80.7,0,25.78,22.49,1.762,879.7333
2019-01-08 12:20:00,935,817,79.24,0,25.2,21.33,2.675,879.561
2019-01-08 12:30:00,945,825,77.52,0,25.53,21.36,1.694,879.3831
2019-01-08 12:40:00,949,831,76.93,0,25.3,19.62,2.307,879.1885
2019-01-08 12:50:00,957,838,76.18,0,25.34,17.78,2.871,879.0144
2019-01-08 13:00:00,949,832,77.44,0,25.31,17.72,2.027,878.7578
2019-01-08 13:10:00,960,835,80.5,0,25.93,17.85,1.833,878.6751
2019-01-08 13:20:00,956,831,83.2,0,25.6,18.94,2.255,878.4456
2019-01-08 13:30:00,955,822,83.5,0,26.38,16.93,1.308,878.1268
2019-01-08 13:40:00,940,808,84,0,26.59,17.34,1.771,878.0833
2019-01-08 13:50:00,937,793.6,82,0,27.79,16.56,0.712,877.7506
2019-01-08 14:00:00,941,788.5,82.9,0,28.14,16.73,1.894,877.66
2019-01-08 14:10:00,932,774.8,84.9,0,27.28,18.91,2.244,877.5846
2019-01-08 14:20:00,914,749.5,86.5,0,27.47,17.14,1.393,877.3707
2019-01-08 14:30:00,911,734.3,86.1,0,27.63,17.24,1.62,877.3356
2019-01-08 14:40:00,900,711.1,86.2,0,27.86,16.86,0.943,877.269
2019-01-08 14:50:00,879,685,87.6,0,28.1,18.26,1.876,877.033
2019-01-08 15:00:00,859,657,89,0,27.64,17.78,1.24,876.9003
2019-01-08 15:10:00,798,600.9,88,0,28.7,17.85,1.372,876.9068
2019-01-08 15:20:00,840,607.2,89.4,0,28.39,17.48,1.326,876.8878
2019-01-08 15:30:00,820,570.9,86.4,0,28.63,17.75,0.902,876.76
2019-01-08 15:40:00,793,534.6,86.1,0,29.6,16.49,1.219,876.6169
2019-01-08 15:50:00,757.7,496.8,85.3,0,29.68,15.7,0.899,876.8325
2019-01-08 16:00:00,733,464.7,84.1,0,29.23,16.79,1.289,876.8344
2019-01-08 16:10:00,695.9,424.6,83.5,0,29.31,16.49,1.387,876.7084
2019-01-08 16:20:00,660.6,383.2,80.3,0,29.64,16.59,0.877,876.81
2019-01-08 16:30:00,615.7,341.5,76.67,0,29.26,16.69,1.754,876.7736
2019-01-08 16:40:00,580.7,304.7,73.1,0,28.86,17.2,1.216,876.7004
2019-01-08 16:50:00,547.6,267,69.53,0,29.15,16.93,0.535,876.9402
2019-01-08 17:00:00,504,236.8,65.84,0,29.05,17.61,1.224,876.9064
2019-01-08 17:10:00,468.4,200.4,60,0,28.93,16.97,1.5,876.8252
2019-01-08 17:20:00,427.9,166.1,54.3,0,28.85,16.76,1.165,876.8021
2019-01-08 17:30:00,356.2,128,47.17,0,29.05,16.83,0.462,876.6358
2019-01-08 17:40:00,295.5,95,38.41,0,29.06,17,0.124,876.8399
2019-01-08 17:50:00,219.4,62.96,28.55,0,29.24,18.16,0.016,876.7241
2019-01-08 18:00:00,130.7,34.38,18.19,0,28.85,17.51,0,876.6277
2019-01-08 18:10:00,35.43,13.66,8.86,0,27.62,19.59,0.2,876.7167
2019-01-08 18:20:00,0,2.005,1.188,0,26.37,24.73,0.138,876.6156
2019-01-08 18:30:00,0,0,0,0,25.1,26.23,0.225,876.6247
2019-01-08 18:40:00,0,0,0,0,24.1,28.24,1.315,876.7712
2019-01-08 18:50:00,0,0,0,0,23.49,28.89,1.625,876.8579
2019-01-08 19:00:00,0,0,0,0,22.77,30.22,2.165,876.8809
2019-01-08 19:10:00,0,0,0,0,22.1,32.68,3.044,876.9399
2019-01-08 19:20:00,0,0,0,0,21.32,32.95,2.96,877.2223
2019-01-08 19:30:00,0,0,0,0,21.21,32.75,3.079,877.2963
2019-01-08 19:40:00,0,0,0,0,21.24,32.51,2.783,877.4158
2019-01-08 19:50:00,0,0,0,0,21.14,33.19,2.796,877.5548
2019-01-08 20:00:00,0,0,0,0,20.89,32.92,3.199,877.6851
2019-01-08 20:10:00,0,0,0,0,20.82,32.85,2.108,877.6942
2019-01-08 20:20:00,0,0,0,0,20.84,32.58,2.07,877.7446
2019-01-08 20:30:00,0.006,0,0,0,20.77,32.95,2.353,877.8333
2019-01-08 20:40:00,0,0,0,0,20.53,32.88,2.576,878.1107
2019-01-08 20:50:00,0.004,0,0,0,20.49,33.09,2.553,878.2432
2019-01-08 21:00:00,0,0,0,0,20.1,35.54,2.589,878.3149
2019-01-08 21:10:00,0.015,0,0,0,19.73,33.46,2.624,878.4801
2019-01-08 21:20:00,0.044,0,0,0,19.98,33.06,2.162,878.627
2019-01-08 21:30:00,0.033,0,0,0,20.18,32.78,1.821,878.765
2019-01-08 21:40:00,0.196,0,0,0,20.38,31.35,2.118,878.6921
2019-01-08 21:50:00,0.095,0,0,0,20.43,27.6,1.363,878.7664
2019-01-08 22:00:00,0.143,0,0,0,20.7,24.54,1.481,878.7491
2019-01-08 22:10:00,0.342,0,0,0,20.97,22.49,1.624,878.7575
2019-01-08 22:20:00,0.033,0,0,0,20.92,24.81,0.906,879.0429
2019-01-08 22:30:00,0.017,0,0,0,20.68,24.13,0.14,879.0274
2019-01-08 22:40:00,0.047,0,0,0,20.33,24.77,0.171,878.9792
2019-01-08 22:50:00,0.173,0,0,0,20.25,25.46,0.777,879.2886
2019-01-08 23:00:00,0.267,0,0,0,20.13,25.9,1.651,879.429
2019-01-08 23:10:00,0,0,0,0,19.81,23.51,0.63,879.5006
2019-01-08 23:20:00,0.353,0,0,0,20.04,24.98,2.513,879.3381
2019-01-08 23:30:00,0.063,0,0,0,19.74,24.54,2.67,879.4119
2019-01-08 23:40:00,0.009,0,0,0,19.33,27.6,2.701,879.3059
2019-01-08 23:50:00,0.093,0,0,0,19.22,26.41,3.073,879.3381
2019-01-09 00:00:00,0.094,0,0,0,19.32,27.43,2.077,879.3781
2019-01-09 00:10:00,0,0,0,0,18.5,30.6,0.193,879.5028
2019-01-09 00:20:00,0,0,0,0,18.03,31.01,0,879.6408
2019-01-09 00:30:00,0.003,0,0,0,17.63,30.16,0.935,879.6318
2019-01-09 00:40:00,0.256,0,0,0,18.19,31.49,1.579,879.5432
2019-01-09 00:50:00,0.163,0,0,0,18.01,33.63,1.765,879.7061
2019-01-09 01:00:00,0.006,0,0,0,17.31,33.36,1.905,879.7391
2019-01-09 01:10:00,0,0,0,0,16.75,35.17,1.808,879.8204
2019-01-09 01:20:00,0.05,0,0,0,16.19,35.51,1.528,879.8452
2019-01-09 01:30:00,0.005,0,0,0,16.07,39.29,2.075,879.8287
2019-01-09 01:40:00,0,0,0,0,15.64,40.01,2.023,879.8446
2019-01-09 01:50:00,0.262,0,0,0,15.9,37.25,2.584,879.9075
2019-01-09 02:00:00,0.276,0,0,0,16.53,38.78,2.29,879.9897
2019-01-09 02:10:00,0.051,0,0,0,16.49,38.13,1.937,880.0149
2019-01-09 02:20:00,0.01,0,0,0,17.1,40.08,1.309,880.0137
2019-01-09 02:30:00,0.175,0,0,0,16.85,41.14,1.944,880.0756
2019-01-09 02:40:00,0.089,0,0,0,16.93,41.89,1.261,880.1288
2019-01-09 02:50:00,0,0,0,0,16.57,43.76,0.895,880.2313
2019-01-09 03:00:00,0.002,0,0,0,16.23,43.69,1.141,880.1769
2019-01-09 03:10:00,0.171,0,0,0,16.59,42.33,1.313,880.1292
2019-01-09 03:20:00,0.097,0,0,0,16.59,43.93,1.672,880.2012
2019-01-09 03:30:00,0.205,0,0,0,16.27,44.31,2.845,880.2589
2019-01-09 03:40:00,0.312,0,0,0,16.39,43.45,3.488,880.2104
2019-01-09 03:50:00,0.215,0,0,0,16.45,43.9,3.63,880.236
2019-01-09 04:00:00,0.055,0,0,0,16.36,44.48,3.591,880.2292
2019-01-09 04:10:00,0.005,0,0,0,16.1,45.36,3.314,880.4033
2019-01-09 04:20:00,0.028,0,0,0,16.04,45.6,3.501,880.3902
2019-01-09 04:30:00,0.034,0,0,0,15.93,46.93,3.803,880.491
2019-01-09 04:40:00,0,0,0,0,15.88,46.62,3.26,880.5808
2019-01-09 04:50:00,0,0,0,0,15.56,49.08,2.578,880.611
2019-01-09 05:00:00,0.227,0,0,0,15.8,47.78,3.245,880.6358
2019-01-09 05:10:00,0.015,0,0,0,15.67,49.76,3.311,880.7363
2019-01-09 05:20:00,0,0,0,0,15,51.74,2.945,880.741
2019-01-09 05:30:00,0,0,0,0,14.6,53.88,2.908,880.6376
2019-01-09 05:40:00,0,0,0,0,14,54.02,2.525,880.5865
2019-01-09 05:50:00,0,0,0,0,14.04,53.99,2.445,880.7155
2019-01-09 06:00:00,0,0,0,0,13.67,56,1.685,880.907
2019-01-09 06:10:00,0,0,0,0,13.35,56.44,1.231,880.9896
2019-01-09 06:20:00,0.077,0,0,0,13.28,56.03,1.984,880.8615
2019-01-09 06:30:00,0.387,0,0,0,14.43,50.82,3.243,881.0208
2019-01-09 06:40:00,0.366,0,0,0,14.93,50.58,2.776,881.2171
2019-01-09 06:50:00,0.013,0,0,0,14.49,54.6,2.111,881.3209
2019-01-09 07:00:00,0,0,0,0,13.36,55.56,1.508,881.4938
2019-01-09 07:10:00,0.018,0,0,0,13.18,54.43,2.395,881.6744
2019-01-09 07:20:00,0.202,2.988,2.397,0,13.3,55.49,2.656,881.796
2019-01-09 07:30:00,6.897,12.7,9.92,0,12.96,56.24,2.47,882.0228
2019-01-09 07:40:00,133,34.11,20.32,0,12.99,54.94,2.265,882.1184
2019-01-09 07:50:00,235.1,61.33,30.28,0,13.22,53.14,2.573,882.2745
2019-01-09 08:00:00,329.4,93.4,38.96,0,13.62,51.74,2.306,882.3828
2019-01-09 08:10:00,410.8,128,46.07,0,14.15,50.61,2.225,882.5911
2019-01-09 08:20:00,471.8,162.3,51.69,0,14.81,47.41,1.996,882.6924
2019-01-09 08:30:00,520.2,196.9,56.38,0,15.68,46.56,0.907,882.9078
2019-01-09 08:40:00,560.6,232.6,61.09,0,16.22,44.92,0.542,883.119
2019-01-09 08:50:00,607.4,269.9,64.32,0,17.3,42.63,0,883.197
2019-01-09 09:00:00,641.5,305,66.74,0,18.44,39.56,0.535,883.2736
2019-01-09 09:10:00,676.3,341.2,68.9,0,18.66,37.72,0.45,883.4723
2019-01-09 09:20:00,706.1,377.6,71.1,0,19.08,38.3,1.428,883.5269
2019-01-09 09:30:00,733.1,415.2,73.64,0,18.71,37.01,1.826,883.6312
2019-01-09 09:40:00,764.9,451.9,74.8,0,19.16,35.88,2.165,883.608
2019-01-09 09:50:00,789.9,487.5,76.52,0,19.29,34.79,2.159,883.5095
2019-01-09 10:00:00,804,517.7,78.78,0,20.15,33.12,1.894,883.6234
2019-01-09 10:10:00,817,548,81,0,20.53,32.82,2.044,883.7472
2019-01-09 10:20:00,829,578.7,83.3,0,20.82,34.21,2.779,883.6476
2019-01-09 10:30:00,840,605.9,85.6,0,20.61,34.93,2.559,883.6001
2019-01-09 10:40:00,847,630.9,88.5,0,20.78,34.01,2.855,883.5575
2019-01-09 10:50:00,860,658.5,90.2,0,21.34,32.07,2.717,883.4683
2019-01-09 11:00:00,862,679,92.2,0,21.77,30.06,2.433,883.4197
2019-01-09 11:10:00,861,697.8,95.6,0,21.68,29.37,2.594,883.2603
2019-01-09 11:20:00,849,708,98.3,0,22.18,29,1.644,883.1879
2019-01-09 11:30:00,857,727.5,99.3,0,22.14,28.45,1.851,883.0267
2019-01-09 11:40:00,869,746.8,100.3,0,22.06,28.45,1.289,882.8601
2019-01-09 11:50:00,879,763,101.1,0,22.82,27.43,1.439,882.6446
2019-01-09 12:00:00,884,775.5,101,0,23.38,26.41,1.264,882.4749
2019-01-09 12:10:00,875,779,102.5,0,23.6,25.96,1.417,882.3087
2019-01-09 12:20:00,887,790.2,101.4,0,24.59,25.38,1.34,882.2036
2019-01-09 12:30:00,902,807,100.4,0,24.27,26,2.047,881.753
2019-01-09 12:40:00,899,805,100.8,0,24.61,23.37,1.323,881.4396
2019-01-09 12:50:00,888,802,101.9,0,25.05,23.75,1.426,881.1829
2019-01-09 13:00:00,892,802,101.4,0,25.19,21.6,1.062,880.9514
2019-01-09 13:10:00,896,803,101,0,25.4,22.55,0.859,880.6293
2019-01-09 13:20:00,895,801,97.8,0,25.89,21.77,1.356,880.4012
2019-01-09 13:30:00,871,781.6,102.2,0,25.14,22.86,1.301,880.3325
2019-01-09 13:40:00,858,768.2,105.7,0,25.58,21.74,1.4,880.079
2019-01-09 13:50:00,850,759,108.7,0,25.8,21.4,1.247,879.8724
2019-01-09 14:00:00,856,755.2,109.8,0,26.57,21.74,1.473,879.5703
2019-01-09 14:10:00,847,737.6,108.2,0,26.25,22.35,1.169,879.3834
2019-01-09 14:20:00,838,717.4,106.9,0,26.45,21.43,0.574,879.342
2019-01-09 14:30:00,827,695.8,105,0,27.05,20.99,1.908,879.2155
2019-01-09 14:40:00,821,679.6,104.5,0,26.61,21.46,1.681,878.7811
2019-01-09 14:50:00,812,657.9,103.8,0,26.68,21.22,2.15,878.577
2019-01-09 15:00:00,813,638.6,100.7,0,26.77,21.73,1.852,878.6727
2019-01-09 15:10:00,797.5,608.9,98.2,0,26.22,22.25,1.346,878.7368
2019-01-09 15:20:00,781.4,579.7,96.8,0,26.26,21.74,1.832,878.6055
2019-01-09 15:30:00,779.9,554.9,93.1,0,26.79,21.73,0.913,878.6318
2019-01-09 15:40:00,764,524.4,89.9,0,27.33,21.87,1.581,878.3978
2019-01-09 15:50:00,751.8,494.9,86.3,0,27.45,22.08,1.454,878.4971
2019-01-09 16:00:00,726.1,457.4,82.3,0,27.3,22.42,1.353,878.4579
2019-01-09 16:10:00,708.1,425.4,79.28,0,27.15,22.31,1.099,878.3979
2019-01-09 16:20:00,691.1,391.9,75.35,0,27.85,22.69,1.219,878.3922
2019-01-09 16:30:00,657,351.5,70.6,0,27.51,23.54,0.442,878.3553
2019-01-09 16:40:00,629.1,313.9,65.4,0,28,23.37,0.887,878.5155
2019-01-09 16:50:00,611.2,283.3,60.79,0,27.49,23.03,0.883,878.4213
2019-01-09 17:00:00,594.1,251,55.97,0,27.96,24.46,1.338,878.6489
2019-01-09 17:10:00,564.3,215.8,50.83,0,27.51,23.81,0.765,878.6959
2019-01-09 17:20:00,535.6,181.4,44.71,0,27.83,24.33,1.044,878.6808
2019-01-09 17:30:00,510.5,149,38.76,0,28.19,24.46,0.227,878.6479
2019-01-09 17:40:00,448.3,112.2,32.19,0,28.43,24.7,0.173,878.4969
2019-01-09 17:50:00,356.6,77.3,25.3,0,27.6,25.72,0.235,878.5183
2019-01-09 18:00:00,231.5,44.32,18.11,0,26.4,27.46,1.145,878.4039
2019-01-09 18:10:00,83,19.64,10.83,0,25.5,28.72,1.875,878.3132
2019-01-09 18:20:00,0.049,4.981,3.267,0,24.88,29.95,2.14,878.2002
2019-01-09 18:30:00,0,0.172,0.008,0,24.25,31.86,2.099,878.1998
2019-01-09 18:40:00,0,0,0,0,23.7,33.29,2.141,878.2006
2019-01-09 18:50:00,0,0,0,0,23,33.63,2.281,878.2597
2019-01-09 19:00:00,0,0,0,0,22.28,36.49,2.344,878.3162
2019-01-09 19:10:00,0,0,0,0,21.69,35.51,2.526,878.4725
2019-01-09 19:20:00,0,0,0,0,21.75,35,1.188,878.7527
2019-01-09 19:30:00,0,0,0,0,21.82,34.55,0.271,878.676
2019-01-09 19:40:00,0,0,0,0,21.71,37.11,0.483,878.8207
2019-01-09 19:50:00,0.182,0,0,0,21.43,37.04,1.678,879.1082
2019-01-09 20:00:00,0.268,0,0,0,21.81,36.39,1.623,879.0925
2019-01-09 20:10:00,0.18,0,0,0,21.76,38,2.271,879.3873
2019-01-09 20:20:00,0,0,0,0,21.49,37.04,1.919,879.2814
2019-01-09 20:30:00,0,0,0,0,21.22,39.6,2.13,879.2239
2019-01-09 20:40:00,0.111,0,0,0,21.18,37.86,1.717,879.7062
2019-01-09 20:50:00,0.11,0,0,0,21.56,37.93,1.489,879.7794
2019-01-09 21:00:00,0.082,0,0,0,21.57,39.29,1.313,879.9362
2019-01-09 21:10:00,0.118,0,0,0,21.52,42.8,1.679,879.9594
2019-01-09 21:20:00,0.083,0,0,0,21.54,44.03,1.599,880.2625
2019-01-09 21:30:00,0.006,0,0,0,21.49,45.15,1.368,880.2699
2019-01-09 21:40:00,0.11,0,0,0,21.53,45.19,1.358,880.3611
2019-01-09 21:50:00,0,0,0,0,21.52,45.36,0.74,880.3606
2019-01-09 22:00:00,0,0,0,0,21.22,46.17,1.161,880.5897
2019-01-09 22:10:00,0.016,0,0,0,20.86,45.8,1.455,880.5069
2019-01-09 22:20:00,0.275,0,0,0,21.31,45.43,1.621,880.5001
2019-01-09 22:30:00,0.057,0,0,0,21.04,49.68,1.442,880.5886
2019-01-09 22:40:00,0,0,0,0,20.05,49.11,1.968,880.5566
2019-01-09 22:50:00,0,0,0,0,19.64,50.5,1.707,880.6229
2019-01-09 23:00:00,0,0,0,0,18.81,50.88,2.78,880.834
2019-01-09 23:10:00,0,0,0,0,18.67,51.25,3.846,880.8358
2019-01-09 23:20:00,0,0,0,0,18.52,51.83,3.386,880.9493
2019-01-09 23:30:00,0,0,0,0,18.34,52.82,2.635,880.7527
2019-01-09 23:40:00,0,0,0,0,18.19,53.71,2.564,880.884
2019-01-09 23:50:00,0.019,0,0,0,18.1,53.06,2.386,880.7767
2019-01-10 00:00:00,0.148,0,0,0,18.39,53.23,2.355,880.8601
